tanggal,mode_transportasi,rute,jumlah_penumpang,tarif_rata_rata,total_pendapatan,status_operasional,hari,hari_dalam_minggu,bulan,jam,hari_indo,kategori_waktu
2026-05-05 12:50:00,LRT Jakarta,Pegangsaan Dua - Velodrome,78,5000,390000,Normal,Tuesday,1,May,12,Selasa,Off-Peak
2026-05-05 15:35:00,LRT Jakarta,Pegangsaan Dua - Velodrome,59,5000,295000,Normal,Tuesday,1,May,15,Selasa,Off-Peak
2026-05-05 10:58:00,LRT Jakarta,Pegangsaan Dua - Velodrome,56,5000,280000,Terlambat,Tuesday,1,May,10,Selasa,Off-Peak
2026-05-05 21:10:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),20,3500,70000,Normal,Tuesday,1,May,21,Selasa,Off-Peak
2026-05-05 05:47:00,MRT Jakarta,Lebak Bulus - Bundaran HI,175,14000,2450000,Normal,Tuesday,1,May,5,Selasa,Off-Peak
2026-05-05 16:07:00,TransJakarta,Koridor 13 (Ciledug - Tendean),14,3500,49000,Normal,Tuesday,1,May,16,Selasa,Off-Peak
2026-05-05 15:40:00,MRT Jakarta,Bundaran HI - Lebak Bulus,81,14000,1134000,Normal,Tuesday,1,May,15,Selasa,Off-Peak
2026-05-05 15:21:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),15,3500,52500,Normal,Tuesday,1,May,15,Selasa,Off-Peak
2026-05-05 06:54:00,MRT Jakarta,Lebak Bulus - Bundaran HI,163,7000,1141000,Normal,Tuesday,1,May,6,Selasa,Off-Peak
2026-05-05 16:22:00,LRT Jakarta,Pegangsaan Dua - Velodrome,36,5000,180000,Normal,Tuesday,1,May,16,Selasa,Off-Peak
2026-05-05 09:50:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,7000,2100000,Normal,Tuesday,1,May,9,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 08:45:00,MRT Jakarta,Lebak Bulus - Bundaran HI,292,10000,2920000,Normal,Tuesday,1,May,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 07:31:00,TransJakarta,Koridor 1 (Blok M - Kota),47,3500,164500,Normal,Tuesday,1,May,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 17:20:00,LRT Jakarta,Velodrome - Pegangsaan Dua,95,5000,475000,Normal,Tuesday,1,May,17,Selasa,Peak Sore (17:00 - 19:00)
2026-05-05 07:46:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,4000,1200000,Normal,Tuesday,1,May,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 07:59:00,LRT Jakarta,Pegangsaan Dua - Velodrome,141,5000,705000,Normal,Tuesday,1,May,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 15:23:00,LRT Jakarta,Velodrome - Pegangsaan Dua,71,5000,355000,Terlambat,Tuesday,1,May,15,Selasa,Off-Peak
2026-05-05 13:15:00,LRT Jakarta,Pegangsaan Dua - Velodrome,53,5000,265000,Normal,Tuesday,1,May,13,Selasa,Off-Peak
2026-05-05 07:52:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Tuesday,1,May,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 16:54:00,MRT Jakarta,Bundaran HI - Lebak Bulus,127,7000,889000,Normal,Tuesday,1,May,16,Selasa,Off-Peak
2026-05-05 16:31:00,MRT Jakarta,Lebak Bulus - Bundaran HI,90,14000,1260000,Normal,Tuesday,1,May,16,Selasa,Off-Peak
2026-05-05 14:00:00,MRT Jakarta,Bundaran HI - Lebak Bulus,59,4000,236000,Normal,Tuesday,1,May,14,Selasa,Off-Peak
2026-05-05 08:10:00,LRT Jakarta,Pegangsaan Dua - Velodrome,116,5000,580000,Normal,Tuesday,1,May,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 17:18:00,TransJakarta,Koridor 13 (Ciledug - Tendean),65,3500,227500,Normal,Tuesday,1,May,17,Selasa,Peak Sore (17:00 - 19:00)
2026-05-05 16:22:00,TransJakarta,Koridor 1 (Blok M - Kota),33,3500,115500,Normal,Tuesday,1,May,16,Selasa,Off-Peak
2026-05-05 15:51:00,LRT Jakarta,Pegangsaan Dua - Velodrome,64,5000,320000,Normal,Tuesday,1,May,15,Selasa,Off-Peak
2026-05-05 09:23:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Tuesday,1,May,9,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 08:15:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,14000,4200000,Normal,Tuesday,1,May,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 15:57:00,MRT Jakarta,Lebak Bulus - Bundaran HI,124,4000,496000,Gangguan,Tuesday,1,May,15,Selasa,Off-Peak
2026-05-05 07:01:00,MRT Jakarta,Lebak Bulus - Bundaran HI,199,10000,1990000,Terlambat,Tuesday,1,May,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 19:34:00,TransJakarta,Koridor 1 (Blok M - Kota),68,3500,238000,Normal,Tuesday,1,May,19,Selasa,Peak Sore (17:00 - 19:00)
2026-05-05 17:40:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Tuesday,1,May,17,Selasa,Peak Sore (17:00 - 19:00)
2026-05-05 05:20:00,TransJakarta,Koridor 1 (Blok M - Kota),29,3500,101500,Normal,Tuesday,1,May,5,Selasa,Off-Peak
2026-05-05 08:11:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Tuesday,1,May,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 17:08:00,MRT Jakarta,Bundaran HI - Lebak Bulus,204,4000,816000,Normal,Tuesday,1,May,17,Selasa,Peak Sore (17:00 - 19:00)
2026-05-05 08:54:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),76,3500,266000,Normal,Tuesday,1,May,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-05 08:09:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Tuesday,1,May,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-05-06 17:45:00,LRT Jakarta,Pegangsaan Dua - Velodrome,124,5000,620000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 15:18:00,LRT Jakarta,Pegangsaan Dua - Velodrome,60,5000,300000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 08:54:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 14:19:00,LRT Jakarta,Pegangsaan Dua - Velodrome,32,5000,160000,Normal,Wednesday,2,May,14,Rabu,Off-Peak
2026-05-06 08:23:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 16:12:00,LRT Jakarta,Pegangsaan Dua - Velodrome,36,5000,180000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 09:36:00,TransJakarta,Koridor 13 (Ciledug - Tendean),64,3500,224000,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 15:23:00,MRT Jakarta,Bundaran HI - Lebak Bulus,61,7000,427000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 05:56:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),30,3500,105000,Terlambat,Wednesday,2,May,5,Rabu,Off-Peak
2026-05-06 15:57:00,MRT Jakarta,Bundaran HI - Lebak Bulus,97,7000,679000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 15:09:00,MRT Jakarta,Lebak Bulus - Bundaran HI,107,4000,428000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 15:50:00,LRT Jakarta,Velodrome - Pegangsaan Dua,27,5000,135000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 07:17:00,TransJakarta,Koridor 13 (Ciledug - Tendean),72,3500,252000,Normal,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 15:47:00,TransJakarta,Koridor 13 (Ciledug - Tendean),45,3500,157500,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 11:28:00,LRT Jakarta,Pegangsaan Dua - Velodrome,73,5000,365000,Normal,Wednesday,2,May,11,Rabu,Off-Peak
2026-05-06 17:22:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),59,3500,206500,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 16:32:00,MRT Jakarta,Lebak Bulus - Bundaran HI,166,14000,2324000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 08:04:00,LRT Jakarta,Velodrome - Pegangsaan Dua,122,5000,610000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 14:51:00,LRT Jakarta,Pegangsaan Dua - Velodrome,123,5000,615000,Normal,Wednesday,2,May,14,Rabu,Off-Peak
2026-05-06 17:13:00,MRT Jakarta,Bundaran HI - Lebak Bulus,171,7000,1197000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 16:33:00,MRT Jakarta,Bundaran HI - Lebak Bulus,82,14000,1148000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 08:30:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),66,3500,231000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 15:04:00,LRT Jakarta,Velodrome - Pegangsaan Dua,64,5000,320000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 16:38:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),27,3500,94500,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 17:08:00,MRT Jakarta,Lebak Bulus - Bundaran HI,262,4000,1048000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 18:45:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,10000,3000000,Normal,Wednesday,2,May,18,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 13:50:00,LRT Jakarta,Velodrome - Pegangsaan Dua,69,5000,345000,Normal,Wednesday,2,May,13,Rabu,Off-Peak
2026-05-06 08:44:00,TransJakarta,Koridor 13 (Ciledug - Tendean),53,3500,185500,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 21:59:00,MRT Jakarta,Lebak Bulus - Bundaran HI,113,10000,1130000,Terlambat,Wednesday,2,May,21,Rabu,Off-Peak
2026-05-06 15:43:00,LRT Jakarta,Pegangsaan Dua - Velodrome,29,5000,145000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 08:08:00,TransJakarta,Koridor 1 (Blok M - Kota),57,3500,199500,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 20:15:00,LRT Jakarta,Pegangsaan Dua - Velodrome,25,5000,125000,Normal,Wednesday,2,May,20,Rabu,Off-Peak
2026-05-06 08:32:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 16:17:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),43,3500,150500,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 06:40:00,TransJakarta,Koridor 13 (Ciledug - Tendean),44,3500,154000,Normal,Wednesday,2,May,6,Rabu,Off-Peak
2026-05-06 06:05:00,MRT Jakarta,Bundaran HI - Lebak Bulus,112,14000,1568000,Normal,Wednesday,2,May,6,Rabu,Off-Peak
2026-05-06 08:00:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 08:52:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 15:09:00,TransJakarta,Koridor 13 (Ciledug - Tendean),38,3500,133000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 19:25:00,MRT Jakarta,Lebak Bulus - Bundaran HI,140,10000,1400000,Normal,Wednesday,2,May,19,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 13:46:00,LRT Jakarta,Velodrome - Pegangsaan Dua,50,5000,250000,Normal,Wednesday,2,May,13,Rabu,Off-Peak
2026-05-06 08:53:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 16:00:00,MRT Jakarta,Lebak Bulus - Bundaran HI,177,7000,1239000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 08:37:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),71,3500,248500,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 15:55:00,LRT Jakarta,Pegangsaan Dua - Velodrome,59,5000,295000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 09:38:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 15:25:00,LRT Jakarta,Velodrome - Pegangsaan Dua,89,5000,445000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 16:14:00,TransJakarta,Koridor 13 (Ciledug - Tendean),36,3500,126000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 21:09:00,MRT Jakarta,Lebak Bulus - Bundaran HI,115,3000,345000,Normal,Wednesday,2,May,21,Rabu,Off-Peak
2026-05-06 15:04:00,LRT Jakarta,Pegangsaan Dua - Velodrome,34,5000,170000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 11:54:00,MRT Jakarta,Lebak Bulus - Bundaran HI,40,4000,160000,Normal,Wednesday,2,May,11,Rabu,Off-Peak
2026-05-06 15:04:00,MRT Jakarta,Lebak Bulus - Bundaran HI,106,7000,742000,Terlambat,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 08:39:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Gangguan,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 16:42:00,MRT Jakarta,Bundaran HI - Lebak Bulus,109,4000,436000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 08:18:00,TransJakarta,Koridor 1 (Blok M - Kota),68,3500,238000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 09:29:00,LRT Jakarta,Pegangsaan Dua - Velodrome,122,5000,610000,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 12:21:00,TransJakarta,Koridor 1 (Blok M - Kota),39,3500,136500,Normal,Wednesday,2,May,12,Rabu,Off-Peak
2026-05-06 07:46:00,LRT Jakarta,Velodrome - Pegangsaan Dua,148,5000,740000,Terlambat,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 12:49:00,LRT Jakarta,Pegangsaan Dua - Velodrome,69,5000,345000,Normal,Wednesday,2,May,12,Rabu,Off-Peak
2026-05-06 07:55:00,TransJakarta,Koridor 13 (Ciledug - Tendean),11,3500,38500,Normal,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 17:52:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 13:01:00,LRT Jakarta,Velodrome - Pegangsaan Dua,55,5000,275000,Normal,Wednesday,2,May,13,Rabu,Off-Peak
2026-05-06 17:19:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,7000,2100000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 16:51:00,LRT Jakarta,Pegangsaan Dua - Velodrome,69,5000,345000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 07:08:00,MRT Jakarta,Lebak Bulus - Bundaran HI,263,3000,789000,Terlambat,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 07:09:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 11:25:00,TransJakarta,Koridor 1 (Blok M - Kota),27,3500,94500,Normal,Wednesday,2,May,11,Rabu,Off-Peak
2026-05-06 16:28:00,LRT Jakarta,Pegangsaan Dua - Velodrome,63,5000,315000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 11:27:00,MRT Jakarta,Bundaran HI - Lebak Bulus,75,7000,525000,Normal,Wednesday,2,May,11,Rabu,Off-Peak
2026-05-06 20:40:00,MRT Jakarta,Bundaran HI - Lebak Bulus,201,7000,1407000,Normal,Wednesday,2,May,20,Rabu,Off-Peak
2026-05-06 16:03:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),19,3500,66500,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 13:30:00,LRT Jakarta,Velodrome - Pegangsaan Dua,46,5000,230000,Normal,Wednesday,2,May,13,Rabu,Off-Peak
2026-05-06 06:03:00,MRT Jakarta,Bundaran HI - Lebak Bulus,155,7000,1085000,Normal,Wednesday,2,May,6,Rabu,Off-Peak
2026-05-06 13:49:00,TransJakarta,Koridor 13 (Ciledug - Tendean),16,3500,56000,Normal,Wednesday,2,May,13,Rabu,Off-Peak
2026-05-06 09:43:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,3000,900000,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 07:34:00,LRT Jakarta,Pegangsaan Dua - Velodrome,137,5000,685000,Normal,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 07:38:00,LRT Jakarta,Velodrome - Pegangsaan Dua,79,5000,395000,Normal,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 16:07:00,MRT Jakarta,Lebak Bulus - Bundaran HI,86,14000,1204000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 17:34:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 22:09:00,MRT Jakarta,Lebak Bulus - Bundaran HI,127,4000,508000,Normal,Wednesday,2,May,22,Rabu,Off-Peak
2026-05-06 20:33:00,MRT Jakarta,Bundaran HI - Lebak Bulus,92,4000,368000,Normal,Wednesday,2,May,20,Rabu,Off-Peak
2026-05-06 16:52:00,MRT Jakarta,Bundaran HI - Lebak Bulus,36,14000,504000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 07:25:00,MRT Jakarta,Bundaran HI - Lebak Bulus,298,7000,2086000,Normal,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 11:45:00,MRT Jakarta,Bundaran HI - Lebak Bulus,161,10000,1610000,Normal,Wednesday,2,May,11,Rabu,Off-Peak
2026-05-06 18:05:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,4000,1200000,Terlambat,Wednesday,2,May,18,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 09:35:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),74,3500,259000,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 09:23:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),19,3500,66500,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 15:24:00,TransJakarta,Koridor 1 (Blok M - Kota),16,3500,56000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 08:47:00,MRT Jakarta,Bundaran HI - Lebak Bulus,295,4000,1180000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 08:18:00,MRT Jakarta,Bundaran HI - Lebak Bulus,230,4000,920000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 08:40:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,7000,2100000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 17:31:00,LRT Jakarta,Velodrome - Pegangsaan Dua,44,5000,220000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 09:45:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,7000,2100000,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 11:31:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),50,3500,175000,Normal,Wednesday,2,May,11,Rabu,Off-Peak
2026-05-06 16:16:00,LRT Jakarta,Velodrome - Pegangsaan Dua,57,5000,285000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 15:04:00,LRT Jakarta,Pegangsaan Dua - Velodrome,58,5000,290000,Terlambat,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 08:44:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Terlambat,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 18:41:00,MRT Jakarta,Lebak Bulus - Bundaran HI,242,10000,2420000,Normal,Wednesday,2,May,18,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 15:44:00,TransJakarta,Koridor 13 (Ciledug - Tendean),19,3500,66500,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 16:47:00,TransJakarta,Koridor 13 (Ciledug - Tendean),15,3500,52500,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 13:24:00,TransJakarta,Koridor 1 (Blok M - Kota),31,3500,108500,Normal,Wednesday,2,May,13,Rabu,Off-Peak
2026-05-06 15:48:00,LRT Jakarta,Pegangsaan Dua - Velodrome,41,5000,205000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 08:03:00,TransJakarta,Koridor 1 (Blok M - Kota),64,3500,224000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 16:30:00,LRT Jakarta,Velodrome - Pegangsaan Dua,47,5000,235000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 15:07:00,LRT Jakarta,Pegangsaan Dua - Velodrome,52,5000,260000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 16:11:00,LRT Jakarta,Pegangsaan Dua - Velodrome,72,5000,360000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 16:00:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),25,3500,87500,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 14:35:00,MRT Jakarta,Lebak Bulus - Bundaran HI,221,3000,663000,Normal,Wednesday,2,May,14,Rabu,Off-Peak
2026-05-06 15:02:00,TransJakarta,Koridor 1 (Blok M - Kota),31,3500,108500,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 13:10:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),34,3500,119000,Normal,Wednesday,2,May,13,Rabu,Off-Peak
2026-05-06 13:48:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),28,3500,98000,Normal,Wednesday,2,May,13,Rabu,Off-Peak
2026-05-06 17:26:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 06:34:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),22,3500,77000,Normal,Wednesday,2,May,6,Rabu,Off-Peak
2026-05-06 12:14:00,TransJakarta,Koridor 1 (Blok M - Kota),26,3500,91000,Normal,Wednesday,2,May,12,Rabu,Off-Peak
2026-05-06 16:07:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),41,3500,143500,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 08:58:00,LRT Jakarta,Pegangsaan Dua - Velodrome,74,5000,370000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 05:55:00,MRT Jakarta,Lebak Bulus - Bundaran HI,71,7000,497000,Normal,Wednesday,2,May,5,Rabu,Off-Peak
2026-05-06 21:24:00,MRT Jakarta,Bundaran HI - Lebak Bulus,149,14000,2086000,Normal,Wednesday,2,May,21,Rabu,Off-Peak
2026-05-06 08:25:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,10000,3000000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 14:07:00,MRT Jakarta,Bundaran HI - Lebak Bulus,105,10000,1050000,Normal,Wednesday,2,May,14,Rabu,Off-Peak
2026-05-06 15:02:00,MRT Jakarta,Lebak Bulus - Bundaran HI,164,4000,656000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 15:02:00,MRT Jakarta,Bundaran HI - Lebak Bulus,134,10000,1340000,Normal,Wednesday,2,May,15,Rabu,Off-Peak
2026-05-06 17:57:00,LRT Jakarta,Pegangsaan Dua - Velodrome,55,5000,275000,Terlambat,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 08:13:00,MRT Jakarta,Lebak Bulus - Bundaran HI,109,4000,436000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 05:47:00,MRT Jakarta,Lebak Bulus - Bundaran HI,284,10000,2840000,Normal,Wednesday,2,May,5,Rabu,Off-Peak
2026-05-06 07:42:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),75,3500,262500,Normal,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 05:54:00,TransJakarta,Koridor 13 (Ciledug - Tendean),33,3500,115500,Normal,Wednesday,2,May,5,Rabu,Off-Peak
2026-05-06 08:02:00,LRT Jakarta,Pegangsaan Dua - Velodrome,132,5000,660000,Normal,Wednesday,2,May,8,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 09:39:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),44,3500,154000,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 17:18:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),60,3500,210000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 09:58:00,LRT Jakarta,Pegangsaan Dua - Velodrome,91,5000,455000,Normal,Wednesday,2,May,9,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 16:10:00,MRT Jakarta,Lebak Bulus - Bundaran HI,31,4000,124000,Normal,Wednesday,2,May,16,Rabu,Off-Peak
2026-05-06 17:56:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Wednesday,2,May,17,Rabu,Peak Sore (17:00 - 19:00)
2026-05-06 07:35:00,TransJakarta,Koridor 13 (Ciledug - Tendean),58,3500,203000,Terlambat,Wednesday,2,May,7,Rabu,Peak Pagi (07:00 - 09:00)
2026-05-06 14:01:00,LRT Jakarta,Pegangsaan Dua - Velodrome,46,5000,230000,Normal,Wednesday,2,May,14,Rabu,Off-Peak
